,BeginDate,EndDate,Type,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,gender,SeniorCitizen,Partner,Dependents,MultipleLines,TenureMonths,ChargeGroup
174,2017-06-01,,One year,No,Bank transfer (automatic),20.55,654.55,0,No,No,No,No,No,No,No,Female,0,No,No,No,32,Low
175,2017-04-01,,Month-to-month,No,Electronic check,24.7,780.2,0,No,No,No,No,No,No,No,Female,0,Yes,No,Yes,35,Low
176,2018-07-01,2019-10-01,Month-to-month,Yes,Mailed check,74.45,1145.7,1,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,15,High
177,2019-06-01,2020-01-01,Month-to-month,No,Bank transfer (automatic),76.45,503.6,1,Fiber optic,Yes,No,No,No,No,No,Female,1,No,No,No,7,High
178,2018-11-01,,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,15,Very High
179,2015-01-01,,One year,Yes,Credit card (automatic),20.55,1252.0,0,No,No,No,No,No,No,No,Male,0,Yes,No,No,62,Low
180,2019-12-01,2020-01-01,Month-to-month,No,Bank transfer (automatic),29.95,29.95,1,DSL,No,Yes,No,No,No,No,Female,0,No,No,Unknown,1,Low
181,2020-01-01,,Month-to-month,No,Mailed check,45.3,45.3,0,DSL,No,No,No,No,No,No,Female,0,No,No,No,1,Medium
182,2019-02-01,2019-10-01,Month-to-month,No,Bank transfer (automatic),84.5,662.65,1,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,8,High
183,2017-05-01,,One year,No,Credit card (automatic),74.75,2453.3,0,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,34,High
184,2018-09-01,2019-10-01,Month-to-month,Yes,Electronic check,79.25,1111.65,1,Fiber optic,No,Yes,Yes,No,No,No,Female,0,No,No,No,13,High
185,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,24.8,24.8,1,DSL,No,No,No,No,No,No,Female,0,Yes,No,Unknown,1,Low
186,2018-06-01,,Month-to-month,Yes,Mailed check,51.8,1023.85,0,DSL,No,Yes,No,No,No,No,Male,0,No,No,No,20,Medium
187,2019-11-01,,Month-to-month,No,Electronic check,30.4,82.15,0,DSL,No,No,No,Yes,No,No,Male,0,No,No,Unknown,3,Low
188,2019-01-01,,One year,No,Electronic check,19.65,244.8,0,No,No,No,No,No,No,No,Female,0,No,No,No,13,Low
189,2016-10-01,,Month-to-month,No,Credit card (automatic),56.6,2379.1,0,DSL,No,Yes,No,No,No,No,Female,0,Yes,No,Yes,41,Medium
190,2016-07-01,,One year,Yes,Credit card (automatic),71.9,3173.35,0,DSL,Yes,No,No,Yes,No,Yes,Male,0,Yes,Yes,Yes,44,High
191,2019-07-01,2020-01-01,Month-to-month,Yes,Electronic check,91.0,531.0,1,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,Yes,No,No,6,High
192,2014-05-01,,Two year,No,Bank transfer (automatic),19.75,1375.4,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,70,Low
193,2014-02-01,,Two year,No,Credit card (automatic),109.7,8129.3,0,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,73,Very High
194,2015-03-01,,Two year,No,Credit card (automatic),19.3,1192.7,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,60,Low
195,2018-06-01,,Month-to-month,Yes,Electronic check,96.55,1901.65,0,Fiber optic,Yes,Yes,No,Yes,Yes,No,Female,0,Yes,No,No,20,Very High
196,2018-02-01,,Two year,Yes,Bank transfer (automatic),24.1,587.4,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,24,Low
197,2015-03-01,,Month-to-month,Yes,Electronic check,111.35,6519.75,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,60,Very High
198,2014-02-01,,Two year,Yes,Bank transfer (automatic),112.25,8041.65,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,73,Very High
199,2020-01-01,,Month-to-month,No,Mailed check,20.75,20.75,0,No,No,No,No,No,No,No,Male,0,No,Yes,No,1,Low
200,2017-11-01,,One year,Yes,Credit card (automatic),101.9,2681.15,0,Fiber optic,Yes,No,No,Yes,Yes,Yes,Female,0,Yes,No,No,27,Very High
201,2018-12-01,,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,0,Fiber optic,No,Yes,No,Yes,No,No,Female,0,No,No,No,14,High
202,2014-03-01,,Two year,No,Electronic check,105.55,7405.5,0,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,72,Very High
203,2019-01-01,,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,0,Fiber optic,No,No,No,No,Yes,No,Male,0,No,Yes,No,13,High
204,2016-06-01,,Month-to-month,No,Credit card (automatic),68.85,2958.95,0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,45,High
205,2017-05-01,,One year,Yes,Bank transfer (automatic),79.95,2684.85,0,Fiber optic,No,Yes,No,Yes,No,No,Female,0,No,No,No,34,High
206,2014-02-01,,Two year,Yes,Credit card (automatic),55.45,4179.2,0,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,Unknown,73,Medium
207,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,79.9,79.9,1,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,No,1,High
208,2018-06-01,2020-01-01,Month-to-month,Yes,Electronic check,106.6,1934.45,1,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,19,Very High
209,2014-10-01,,One year,Yes,Credit card (automatic),102.45,6654.1,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,65,Very High
210,2019-10-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),46.0,84.5,1,DSL,No,No,No,No,No,No,Male,0,No,No,No,2,Medium
211,2020-01-01,,Month-to-month,No,Electronic check,25.25,25.25,0,DSL,No,No,No,No,No,No,Female,0,No,No,Unknown,1,Low
212,2015-01-01,,Two year,No,Mailed check,19.75,1124.2,0,No,No,No,No,No,No,No,Male,0,No,Yes,No,62,Low
213,2017-09-01,,One year,No,Electronic check,20.0,540.05,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,29,Low
214,2018-03-01,,Month-to-month,No,Electronic check,86.8,1975.85,0,Fiber optic,No,No,No,No,No,Yes,Male,1,Yes,No,Yes,23,High
215,2015-05-01,,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,0,DSL,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Unknown,58,Medium
216,2014-02-01,,Two year,No,Credit card (automatic),45.25,3139.8,0,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,Unknown,73,Medium
217,2014-08-01,,Two year,Yes,Bank transfer (automatic),56.6,3789.2,0,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,No,Unknown,67,Medium
218,2014-09-01,,Two year,Yes,Bank transfer (automatic),84.2,5324.5,0,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,66,High
219,2019-06-01,,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,0,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,8,High
220,2019-09-01,2020-01-01,Month-to-month,Yes,Electronic check,70.15,268.35,1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,4,High
221,2014-03-01,,Two year,No,Bank transfer (automatic),24.75,1836.9,0,No,No,No,No,No,No,No,Female,0,Yes,No,Yes,72,Low
222,2020-01-01,,One year,Yes,Electronic check,20.2,20.2,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,1,Low
223,2019-07-01,2019-11-01,Month-to-month,No,Mailed check,50.05,179.35,1,DSL,No,No,No,Yes,No,No,Male,0,Yes,No,No,4,Medium
224,2019-02-01,,One year,Yes,Bank transfer (automatic),19.35,219.35,0,No,No,No,No,No,No,No,Female,0,No,No,No,12,Low
225,2018-02-01,,One year,Yes,Mailed check,50.6,1288.75,0,DSL,Yes,No,No,No,Yes,Yes,Male,0,No,No,Unknown,24,Medium
226,2017-07-01,,One year,Yes,Mailed check,81.15,2545.75,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,32,High
227,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,55.2,55.2,1,DSL,No,No,No,No,Yes,No,Female,0,Yes,No,No,1,Medium
228,2017-08-01,,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,0,Fiber optic,No,No,No,Yes,No,Yes,Male,0,No,No,Yes,30,High
229,2016-03-01,,Two year,Yes,Credit card (automatic),85.3,4107.25,0,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,48,High
230,2015-08-01,,Two year,Yes,Credit card (automatic),108.0,5760.65,0,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,55,Very High
231,2015-12-01,,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,0,Fiber optic,Yes,Yes,No,Yes,No,Yes,Male,0,No,No,No,51,High
232,2019-10-01,2019-11-01,Month-to-month,Yes,Mailed check,84.6,84.6,1,Fiber optic,Yes,No,No,No,No,Yes,Male,0,No,No,No,1,High
233,2014-02-01,,Two year,No,Credit card (automatic),20.25,1566.9,0,No,No,No,No,No,No,No,Female,0,No,No,No,73,Low
234,2017-09-01,,Month-to-month,No,Electronic check,25.15,702.0,0,No,No,No,No,No,No,No,Female,0,No,No,Yes,29,Low
235,2019-10-01,2019-12-01,Month-to-month,Yes,Mailed check,54.4,114.1,1,DSL,No,Yes,No,No,No,No,Male,0,No,No,Yes,2,Medium
236,2019-04-01,,Two year,Yes,Mailed check,29.6,299.05,0,DSL,No,No,No,Yes,No,No,Female,0,No,No,Unknown,10,Low
237,2018-08-01,,Month-to-month,Yes,Electronic check,73.15,1305.95,0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,18,High
238,2018-12-01,2019-11-01,Month-to-month,Yes,Electronic check,95.0,1120.3,1,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,No,No,No,11,Very High
239,2018-10-01,,Two year,No,Mailed check,19.75,284.35,0,No,No,No,No,No,No,No,Male,0,No,No,No,16,Low
240,2014-02-01,,Two year,No,Bank transfer (automatic),86.6,6350.5,0,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,73,High
241,2014-02-01,,Two year,No,Bank transfer (automatic),109.2,7878.3,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,73,Very High
242,2016-09-01,,One year,Yes,Credit card (automatic),74.7,3187.65,0,DSL,Yes,No,No,Yes,Yes,Yes,Female,0,Yes,Yes,No,42,High
243,2014-09-01,,Month-to-month,No,Electronic check,94.4,6126.15,0,Fiber optic,Yes,Yes,Yes,No,No,Yes,Female,1,Yes,No,No,66,Very High
244,2019-01-01,,Month-to-month,Yes,Electronic check,54.8,731.3,0,DSL,No,Yes,Yes,No,No,No,Female,1,No,No,No,13,Medium
245,2019-10-01,,Month-to-month,No,Electronic check,75.35,273.4,0,Fiber optic,Yes,No,No,No,No,No,Male,1,No,No,No,4,High
246,2016-09-01,,One year,No,Mailed check,65.0,2531.8,0,DSL,No,No,Yes,No,No,Yes,Male,0,No,No,Yes,42,Medium
247,2018-10-01,2020-01-01,Month-to-month,Yes,Electronic check,74.4,1074.3,1,Fiber optic,No,Yes,No,No,No,No,Male,1,No,No,No,15,High
248,2019-09-01,2019-10-01,Month-to-month,Yes,Mailed check,48.55,48.55,1,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,1,Medium
249,2016-08-01,,One year,Yes,Electronic check,99.0,4298.45,0,Fiber optic,Yes,Yes,Yes,No,No,Yes,Male,0,No,No,Yes,43,Very High
250,2015-11-01,,One year,Yes,Electronic check,93.5,4619.55,0,Fiber optic,Yes,Yes,Yes,No,Yes,No,Female,0,Yes,No,No,52,High
251,2019-09-01,2019-11-01,Month-to-month,No,Electronic check,70.4,147.15,1,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,2,High
252,2019-11-01,2019-12-01,Month-to-month,No,Electronic check,40.2,40.2,1,DSL,No,Yes,No,No,Yes,No,Male,1,Yes,No,Unknown,1,Low
253,2017-06-01,,One year,No,Credit card (automatic),83.7,2633.3,0,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,Yes,Yes,32,High
254,2019-04-01,,Month-to-month,Yes,Mailed check,19.85,193.05,0,No,No,No,No,No,No,No,Male,0,No,No,No,10,Low
255,2014-07-01,,Two year,Yes,Electronic check,59.55,4103.9,0,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Unknown,68,Medium
256,2015-01-01,,Two year,No,Credit card (automatic),115.1,7008.15,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,62,Very High
257,2015-12-01,,One year,No,Credit card (automatic),114.35,5791.1,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,51,Very High
258,2019-08-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),44.6,80.55,1,DSL,No,No,No,No,No,No,Female,0,Yes,No,No,2,Medium
259,2017-09-01,,Month-to-month,Yes,Electronic check,45.0,1228.65,0,DSL,Yes,No,Yes,No,No,Yes,Female,1,Yes,No,Unknown,29,Medium
260,2019-08-01,2019-11-01,Month-to-month,Yes,Electronic check,41.15,132.2,1,DSL,No,No,Yes,No,No,Yes,Male,1,No,No,Unknown,3,Low
261,2018-12-01,2020-01-01,Month-to-month,Yes,Electronic check,106.9,1364.3,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,No,No,Yes,13,Very High
262,2015-05-01,,Month-to-month,Yes,Electronic check,89.85,4925.35,0,Fiber optic,No,Yes,No,No,No,Yes,Male,1,Yes,No,Yes,58,High
263,2017-07-01,,Two year,Yes,Bank transfer (automatic),49.85,1520.1,0,DSL,Yes,Yes,No,Yes,No,Yes,Female,0,No,No,Unknown,32,Medium
264,2016-05-01,,One year,No,Mailed check,113.3,5032.25,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,46,Very High
265,2015-01-01,,Two year,No,Mailed check,88.1,5526.75,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,62,High
266,2015-12-01,,Two year,No,Bank transfer (automatic),24.9,1195.25,0,No,No,No,No,No,No,No,Male,0,No,No,Yes,51,Low
267,2018-07-01,,Month-to-month,Yes,Mailed check,105.0,2007.25,0,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,1,No,No,No,19,Very High
268,2015-02-01,2020-01-01,Two year,No,Mailed check,19.35,1099.6,1,No,No,No,No,No,No,No,Male,0,No,No,No,60,Low
269,2014-03-01,,Two year,Yes,Credit card (automatic),24.25,1732.95,0,No,No,No,No,No,No,No,Female,0,Yes,No,Yes,72,Low
270,2018-06-01,2019-10-01,Month-to-month,Yes,Electronic check,94.45,1511.2,1,Fiber optic,No,No,No,Yes,Yes,Yes,Female,1,No,No,No,16,Very High
271,2015-05-01,,Two year,Yes,Electronic check,59.75,3450.15,0,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,No,No,58,Medium
272,2019-11-01,2019-12-01,Month-to-month,No,Bank transfer (automatic),24.8,24.8,1,DSL,No,No,No,No,No,No,Male,0,No,No,Unknown,1,Low
273,2018-06-01,,Month-to-month,No,Electronic check,107.05,2172.05,0,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,1,Yes,No,Yes,20,Very High
274,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,70.6,70.6,1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1,High
275,2019-05-01,2019-10-01,Month-to-month,Yes,Electronic check,85.4,401.1,1,Fiber optic,No,Yes,No,Yes,No,No,Male,0,Yes,No,Yes,5,High
276,2015-09-01,2020-01-01,Month-to-month,Yes,Electronic check,105.05,5624.85,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,53,Very High
277,2018-05-01,,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,0,DSL,Yes,Yes,No,No,No,Yes,Male,1,Yes,No,No,21,Medium
278,2018-12-01,,Month-to-month,Yes,Electronic check,55.0,771.95,0,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,Unknown,14,Medium
279,2019-09-01,,Month-to-month,No,Bank transfer (automatic),50.55,244.75,0,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,5,Medium
280,2019-08-01,,Month-to-month,No,Mailed check,55.15,322.9,0,DSL,Yes,Yes,No,No,No,No,Female,0,No,No,No,6,Medium
281,2019-04-01,,Month-to-month,No,Electronic check,51.2,498.25,0,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,10,Medium
282,2020-01-01,,Month-to-month,No,Mailed check,25.4,25.4,0,No,No,No,No,No,No,No,Female,0,No,Yes,Yes,1,Low
283,2014-06-01,,Month-to-month,No,Mailed check,54.45,3687.75,0,DSL,Yes,No,No,No,No,No,Female,0,No,No,Yes,69,Medium
284,2018-06-01,2019-12-01,Month-to-month,No,Mailed check,95.15,1779.95,1,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,18,Very High
285,2018-04-01,,One year,Yes,Credit card (automatic),76.0,1783.6,0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,22,High
286,2018-06-01,,Month-to-month,Yes,Electronic check,44.35,927.15,0,DSL,No,No,No,No,No,No,Female,0,No,No,No,20,Medium
287,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,70.0,70.0,1,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,1,High
288,2019-02-01,2019-10-01,Month-to-month,Yes,Electronic check,74.5,606.55,1,Fiber optic,No,Yes,No,No,No,No,Male,1,No,No,No,8,High
289,2019-03-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),44.85,435.4,1,DSL,No,No,No,No,No,No,Male,0,No,No,No,10,Medium
290,2017-11-01,2019-11-01,Month-to-month,Yes,Electronic check,76.1,1712.7,1,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,24,High
291,2017-03-01,,One year,No,Mailed check,61.2,2021.2,0,DSL,Yes,Yes,Yes,No,No,No,Male,0,No,No,No,36,Medium
292,2018-03-01,,One year,No,Mailed check,86.8,1940.8,0,Fiber optic,No,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,No,23,High
293,2019-08-01,,Month-to-month,Yes,Electronic check,89.35,567.8,0,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,No,6,High
294,2019-02-01,,Month-to-month,No,Mailed check,19.7,220.35,0,No,No,No,No,No,No,No,Female,0,No,No,No,12,Low
295,2020-01-01,,Month-to-month,No,Mailed check,20.25,20.25,0,No,No,No,No,No,No,No,Male,0,No,No,No,1,Low
296,2014-03-01,,Two year,No,Electronic check,76.05,5436.45,0,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,Yes,No,72,High
297,2017-03-01,,Month-to-month,Yes,Electronic check,100.8,3437.5,0,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,36,Very High
298,2016-10-01,,Month-to-month,Yes,Electronic check,74.55,3015.75,0,DSL,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,41,High
299,2019-11-01,2019-12-01,Month-to-month,Yes,Mailed check,73.6,73.6,1,Fiber optic,Yes,No,No,No,No,No,Female,0,No,Yes,No,1,High
300,2018-03-01,,One year,Yes,Bank transfer (automatic),64.9,1509.8,0,DSL,No,No,No,No,Yes,Yes,Male,0,No,No,No,23,Medium
301,2019-06-01,2019-10-01,Month-to-month,Yes,Electronic check,95.45,396.1,1,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,Yes,4,Very High
302,2019-10-01,,Month-to-month,Yes,Electronic check,90.4,356.65,0,Fiber optic,No,No,Yes,Yes,No,Yes,Male,0,No,No,No,4,High
303,2014-06-01,,Two year,No,Credit card (automatic),60.3,4109.0,0,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Unknown,69,Medium
304,2016-12-01,,Month-to-month,Yes,Mailed check,81.85,3141.7,0,Fiber optic,No,Yes,No,No,No,No,Male,0,No,Yes,Yes,39,High
305,2015-10-01,,Two year,No,Mailed check,24.8,1229.1,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,53,Low
306,2017-04-01,2019-12-01,Month-to-month,Yes,Electronic check,74.9,2303.35,1,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,Yes,32,High
307,2017-09-01,,Two year,No,Mailed check,75.55,2054.4,0,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,29,High
308,2016-12-01,,Month-to-month,No,Electronic check,101.15,3741.85,0,Fiber optic,No,Yes,No,No,Yes,Yes,Male,1,Yes,Yes,Yes,39,Very High
309,2016-02-01,,One year,Yes,Credit card (automatic),78.75,3682.45,0,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,No,Yes,Yes,49,High
310,2020-01-01,,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,0,No,No,No,No,No,No,No,Female,0,No,No,No,1,Low
311,2018-04-01,,Month-to-month,Yes,Electronic check,89.05,1886.25,0,Fiber optic,Yes,No,No,Yes,No,Yes,Female,0,No,No,No,22,High
312,2016-07-01,,Two year,No,Credit card (automatic),115.05,4895.1,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,44,Very High
313,2019-09-01,,Month-to-month,Yes,Electronic check,69.35,341.6,0,Fiber optic,No,No,No,No,No,No,Female,1,Yes,No,No,5,High
314,2019-05-01,2019-10-01,Month-to-month,Yes,Electronic check,80.6,415.55,1,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,5,High
315,2015-11-01,,One year,No,Credit card (automatic),110.05,5686.4,0,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,52,Very High
316,2014-03-01,,Two year,Yes,Credit card (automatic),19.9,1355.1,0,No,No,No,No,No,No,No,Male,0,No,No,No,72,Low
317,2016-08-01,2019-10-01,One year,No,Credit card (automatic),80.3,3058.65,1,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,No,39,High
318,2017-12-01,2019-12-01,Month-to-month,Yes,Electronic check,93.15,2231.05,1,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,No,24,High
319,2017-03-01,,Month-to-month,Yes,Credit card (automatic),91.5,3236.35,0,Fiber optic,No,No,No,Yes,Yes,No,Male,0,Yes,No,Yes,36,High
320,2015-05-01,2019-11-01,One year,No,Bank transfer (automatic),82.45,4350.1,1,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,1,No,No,Yes,55,High
321,2014-02-01,,Two year,Yes,Electronic check,60.0,4264.0,0,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Unknown,73,Medium
322,2020-01-01,,Month-to-month,Yes,Electronic check,44.8,44.8,0,DSL,No,No,No,No,No,No,Male,0,No,No,No,1,Medium
323,2019-05-01,,One year,No,Mailed check,48.6,422.3,0,DSL,Yes,No,No,No,No,No,Female,0,Yes,Yes,No,9,Medium
324,2014-05-01,,Two year,Yes,Bank transfer (automatic),60.05,4176.7,0,DSL,Yes,Yes,No,Yes,Yes,Yes,Male,0,No,No,Unknown,70,Medium
325,2015-10-01,,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,0,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,53,Very High
326,2019-03-01,,Month-to-month,Yes,Electronic check,82.9,880.05,0,Fiber optic,No,No,No,Yes,Yes,No,Female,1,Yes,No,No,11,High
327,2019-10-01,2019-12-01,Month-to-month,Yes,Electronic check,70.35,139.05,1,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,2,High
328,2017-10-01,,Month-to-month,Yes,Electronic check,35.9,973.65,0,DSL,No,No,No,No,Yes,No,Female,1,Yes,Yes,Unknown,28,Low
329,2018-09-01,,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,0,Fiber optic,No,No,Yes,No,No,No,Female,1,No,No,Yes,17,High
330,2017-03-01,,Two year,Yes,Mailed check,19.85,739.35,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,36,Low
331,2019-06-01,,One year,Yes,Mailed check,19.2,161.95,0,No,No,No,No,No,No,No,Female,0,No,No,No,8,Low
332,2016-04-01,,One year,Yes,Credit card (automatic),94.9,4422.95,0,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,No,No,Yes,47,Very High
333,2019-05-01,2019-12-01,Month-to-month,Yes,Electronic check,73.85,511.25,1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,7,High
334,2019-10-01,2019-12-01,Month-to-month,No,Mailed check,80.6,155.8,1,Fiber optic,No,No,Yes,No,No,No,Female,0,No,No,Yes,2,High
335,2014-03-01,2019-11-01,One year,Yes,Bank transfer (automatic),75.8,5293.95,1,DSL,No,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,Yes,69,High
336,2016-05-01,2019-12-01,Two year,Yes,Electronic check,104.6,4759.85,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,44,Very High
337,2014-06-01,,Two year,Yes,Electronic check,88.15,6148.45,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,69,High
338,2017-02-01,,Month-to-month,Yes,Credit card (automatic),94.8,3565.65,0,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,No,36,Very High
339,2014-09-01,2019-12-01,Month-to-month,Yes,Electronic check,103.4,6603.0,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,64,Very High
340,2017-06-01,,Month-to-month,No,Bank transfer (automatic),54.65,1830.1,0,DSL,No,Yes,No,Yes,No,No,Female,1,No,No,No,32,Medium
341,2014-03-01,,Two year,No,Credit card (automatic),85.75,6223.8,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,72,High
342,2014-08-01,,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,0,DSL,Yes,Yes,Yes,No,No,No,Female,0,Yes,Yes,Yes,67,Medium
343,2014-11-01,,One year,No,Mailed check,20.5,1328.15,0,No,No,No,No,No,No,No,Male,0,No,No,No,64,Low
344,2016-09-01,,One year,Yes,Credit card (automatic),20.25,865.0,0,No,No,No,No,No,No,No,Female,0,No,Yes,No,42,Low
345,2020-01-01,,Month-to-month,Yes,Electronic check,72.1,72.1,0,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,1,High
346,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,90.4,168.2,1,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,No,2,High
347,2014-04-01,,Two year,No,Bank transfer (automatic),19.45,1303.5,0,No,No,No,No,No,No,No,Female,0,Yes,No,No,71,Low
348,2018-03-01,,Month-to-month,Yes,Electronic check,44.95,996.85,0,DSL,No,No,No,No,Yes,Yes,Female,0,No,No,Unknown,23,Medium
349,2014-10-01,,One year,No,Bank transfer (automatic),97.0,6430.9,0,Fiber optic,Yes,Yes,Yes,No,No,Yes,Female,1,Yes,No,No,65,Very High
